"";"Value";"Duration";"Start";"End";"mean_x";"mean_y";"POGsdSacAmp";"RMS";"Order";"Trial";"image";"onset_time";"PP";"AGE";"fix";"x";"y";"SIZE";"DFC";"SAL";"SK";"FIX";"NFIX";"FDUR";"FIXO";"second";"di_obj_cen"
"290";"f";530;5617;6146;536.606132075472;489.801739386792;0.145266625248299;0.0247595422956456;7;10;1369;1166;"PP09";11.78;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;1;1;10;960;3;FALSE;189.639427449011
"292";"f";552;6187;6738;644.538043478262;487.754755434783;0.0923607991371409;0.0247770121578591;8;10;1369;1166;"PP09";11.78;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;1;1;10;960;3;FALSE;217.539849965695
"294";"f";364;6775;7138;541.013049450549;487.474244505495;0.115386908624977;0.0292502826873176;9;10;1369;1166;"PP09";11.78;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;1;1;10;960;3;FALSE;187.416584988391
"296";"f";358;7193;7550;444.057262569832;219.284654329609;0.187341547659287;0.0331927617365448;10;10;1369;1166;"PP09";11.78;"toetsenbord";385.1166667;208.0056738;0.005875;93.190502046461;0.377694340147406;1;1;1;358;10;FALSE;60.0100761812398
"298";"f";318;7555;7872;436.969339622641;224.683077830188;0.141341439387143;0.0294559007577158;11;10;1369;1166;"PP09";11.78;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;1;1;10;960;3;FALSE;123.22925204973
"300";"f";226;7907;8132;498.086283185841;171.394496681416;0.168165358984397;0.0377890040252884;12;10;1369;1166;"PP09";11.78;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;1;1;10;960;3;FALSE;133.794086160935
"302";"f";364;8191;8554;471.095467032967;309.487680288462;0.215044792797192;0.0301940786705777;13;10;1369;1166;"PP09";11.78;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;1;1;10;960;3;FALSE;63.9533046103222
"304";"f";576;8591;9166;582.254774305556;307.940673828125;0.257682382428338;0.0321360009322591;14;10;1369;1166;"PP09";11.78;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;1;1;10;960;3;FALSE;48.513087356059
"311";"f";394;1599;1992;341.573604060914;229.574476522843;0.111439395738172;0.0272239467381479;1;11;1677;800;"PP09";11.78;"keukenrol";291.1357364;162.7662522;0.03970625;175.17000152634;0.336878381992881;2;1;2;394;1;FALSE;83.7097206502993
"313";"f";210;2001;2210;340.261904761905;221.891741071428;0.111078233423929;0.0294052241974651;2;11;1677;800;"PP09";11.78;"keukenrol";291.1357364;162.7662522;0.03970625;175.17000152634;0.336878381992881;2;1;2;394;1;TRUE;76.8713461063851
"315";"f";514;2263;2776;450.79766536965;492.604723978599;0.128990947222029;0.0292796474716552;3;11;1677;800;"PP09";11.78;"snoepjes (in gekleurd folie)";434.9488876;515.9876754;0.0390479166666667;218.796939346948;0.78067660130719;1;1;4;514;3;FALSE;28.2479410571346
"317";"f";946;2793;3738;426.018763213531;508.962903012685;0.169858863047611;0.0259129859007466;4;11;1677;800;"PP09";11.78;"snoepjes (in gekleurd folie)";434.9488876;515.9876754;0.0390479166666667;218.796939346948;0.78067660130719;1;1;4;514;3;TRUE;11.3619782015016
"319";"f";842;3793;4634;193.74703087886;441.258257868171;0.146447503606171;0.0283553908769051;5;11;1677;800;"PP09";11.78;"popcorn";183.1210248;468.4405703;0.0856229166666667;274.60647406524;0.419528648442345;1;1;1;842;5;FALSE;29.1854435349119
"321";"f";476;4687;5162;452.505252100841;536.977251838235;0.115581384226721;0.0280249487906707;6;11;1677;800;"PP09";11.78;"snoepjes (in gekleurd folie)";434.9488876;515.9876754;0.0390479166666667;218.796939346948;0.78067660130719;1;1;4;514;3;FALSE;27.3639955697792
"323";"f";628;5177;5804;433.815684713376;525.505697651274;0.133473997446631;0.0262511348783049;7;11;1677;800;"PP09";11.78;"snoepjes (in gekleurd folie)";434.9488876;515.9876754;0.0390479166666667;218.796939346948;0.78067660130719;1;1;4;514;3;FALSE;9.58524367754943
"325";"f";286;5855;6140;500.104895104895;277.529501748252;0.207363879211392;0.0348340493045339;8;11;1677;800;"PP09";11.78;"undefined";389.0674186;246.6743933;0.0402645833333333;54.4347468200789;0.391266242658471;NA;0;NA;NA;NA;FALSE;115.244778215451
"327";"f";696;6161;6856;534.667744252874;237.572400323276;0.299304159626879;0.0336548948314353;9;11;1677;800;"PP09";11.78;"undefined";389.0674186;246.6743933;0.0402645833333333;54.4347468200789;0.391266242658471;NA;0;NA;NA;NA;TRUE;145.884547181568
"329";"f";342;6953;7294;405.690789473684;114.987664473684;0.554978519308365;0.0395097797364417;10;11;1677;800;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"338";"f";426;1975;2400;331.537558685446;402.346500880281;0.126010851640956;0.0336678754909168;1;12;1251;1482;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"340";"f";554;2675;3228;226.775722021661;508.160113944043;0.347577885724599;0.0306328823488202;2;12;1251;1482;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"342";"f";366;3243;3608;256.359289617486;517.405225409836;0.10102038387279;0.0277155566542997;3;12;1251;1482;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"344";"f";852;3677;4528;379.555457746479;111.380391725352;0.203677536105046;0.0349110245891867;4;12;1251;1482;"PP09";11.78;"schilderij";444.0825338;93.38410107;0.0479854166666667;211.266181562531;0.464096541394336;2;1;2;852;4;FALSE;66.9896262220415
"347";"f";164;6331;6494;297.484756097561;399.480754573171;0.167750018448193;0.0516958967831142;5;12;1251;1482;"PP09";11.78;"kussen";587.1325615;446.969754;0.0287916666666667;237.946851545281;0.575142589597344;3;1;1;438;8;FALSE;293.515001730764
"349";"f";482;6505;6986;301.517116182572;407.642310684647;0.280965997102583;0.0419638668626146;6;12;1251;1482;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"351";"f";348;7041;7388;362.453304597701;126.387392241379;0.227889007261383;0.0408455651486376;7;12;1251;1482;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"353";"f";438;7441;7878;487.223173515982;454.789169520548;0.172271355723701;0.0333345829811742;8;12;1251;1482;"PP09";11.78;"kussen";587.1325615;446.969754;0.0287916666666667;237.946851545281;0.575142589597344;3;1;1;438;8;TRUE;100.214914391143
"355";"f";134;7931;8064;298.292910447761;434.214668843283;0.150708479515421;0.0247986400587534;9;12;1251;1482;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"358";"f";350;8199;8548;307.6;437.2265625;0.363179893247338;0.0320831644451364;10;12;1251;1482;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"360";"f";238;8605;8842;391.906512605042;68.0327599789916;0.225717547442011;0.0398597554821394;11;12;1251;1482;"PP09";11.78;"schilderij";444.0825338;93.38410107;0.0479854166666667;211.266181562531;0.464096541394336;2;1;2;852;4;TRUE;58.0088586583926
"362";"f";350;8901;9250;297.817857142857;468.783482142857;0.280277425637486;0.0343676629487891;12;12;1251;1482;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"364";"f";212;9271;9482;257.216981132076;523.96079009434;0.134996550371448;0.0276942663571049;13;12;1251;1482;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"367";"f";890;1205;2094;416.293539325843;287.48595505618;0.234508439503487;0.029056807744368;1;13;1670;254;"PP09";11.78;"tijdschrijft";610.3378041;324.6602177;0.272760416666667;211.77846482579;0.394624578617822;3;1;9;890;1;FALSE;197.573030788251
"369";"f";484;2137;2620;515.330578512397;348.136460485537;0.143852089943293;0.0274866225419386;2;13;1670;254;"PP09";11.78;"tijdschrijft";610.3378041;324.6602177;0.272760416666667;211.77846482579;0.394624578617822;3;1;9;890;1;TRUE;97.864737720893
"371";"f";354;2639;2992;538.834745762712;389.923199152542;0.121991702781549;0.0280631245665169;3;13;1670;254;"PP09";11.78;"tijdschrijft";610.3378041;324.6602177;0.272760416666667;211.77846482579;0.394624578617822;3;1;9;890;1;FALSE;96.8088017675071
"373";"f";220;3029;3248;473.176136363636;321.493252840909;0.151876473921937;0.0292481638570316;4;13;1670;254;"PP09";11.78;"tijdschrijft";610.3378041;324.6602177;0.272760416666667;211.77846482579;0.394624578617822;3;1;9;890;1;FALSE;137.198224342152
"375";"f";588;3271;3858;438.896683673469;293.42115752551;0.132758071088182;0.0300160925401571;5;13;1670;254;"PP09";11.78;"tijdschrijft";610.3378041;324.6602177;0.272760416666667;211.77846482579;0.394624578617822;3;1;9;890;1;FALSE;174.263985532552
"377";"f";572;3911;4482;162.930506993007;452.786276223776;0.145667617419486;0.0300690849719494;6;13;1670;254;"PP09";11.78;"schaaltje";161.9719019;458.7083531;0.100985416666667;286.086904345278;0.316961916779913;3;1;1;572;6;FALSE;5.99915979552481
"379";"f";398;4527;4924;348.611809045226;419.169087625628;0.207292080298825;0.0338453901350651;7;13;1670;254;"PP09";11.78;"kaars";381.1668303;412.7443878;0.0657979166666667;114.30654077426;0.390786362028192;2;1;1;398;7;FALSE;33.1829199551245
"383";"f";262;6077;6338;550.706106870229;330.661080629771;0.212906754553418;0.0410084823732114;8;13;1670;254;"PP09";11.78;"tijdschrijft";610.3378041;324.6602177;0.272760416666667;211.77846482579;0.394624578617822;3;1;9;890;1;FALSE;59.9328763735315
"386";"f";108;7637;7744;529.432870370371;316.341145833333;0.154186922815805;0.0418024209138262;9;13;1670;254;"PP09";11.78;"tijdschrijft";610.3378041;324.6602177;0.272760416666667;211.77846482579;0.394624578617822;3;1;9;890;1;FALSE;81.331514547059
"388";"f";160;7747;7906;535.2578125;313.41064453125;0.134489733347026;0.0431991374345218;10;13;1670;254;"PP09";11.78;"tijdschrijft";610.3378041;324.6602177;0.272760416666667;211.77846482579;0.394624578617822;3;1;9;890;1;FALSE;75.9181008398862
"390";"f";130;7909;8038;545.701923076923;314.891826923077;0.203852720383731;0.0458983975800002;11;13;1670;254;"PP09";11.78;"tijdschrijft";610.3378041;324.6602177;0.272760416666667;211.77846482579;0.394624578617822;3;1;9;890;1;FALSE;65.3698598285174
"396";"f";532;833;1364;618.531484962406;324.889127114662;0.140531175855337;0.0298298849278389;1;14;1658;322;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"398";"f";630;1389;2018;692.382936507938;344.5703125;0.193322100027009;0.03043998993816;2;14;1658;322;"PP09";11.78;"papieren mok";719.013381;321.1846896;0.0133895833333333;319.716012050041;0.514475650291221;1;1;3;630;2;FALSE;35.4410486902664
"400";"f";412;2061;2472;489.159587378641;413.390283677184;0.157223278468657;0.0275238517043808;3;14;1658;322;"PP09";11.78;"toetsenbord";373.8458493;379.6476956;0.11893125;83.8319450799146;0.322368190576283;1;1;1;412;3;FALSE;120.149159130707
"402";"f";170;2537;2706;321.625;310.1953125;0.161544183633847;0.0399973437582629;4;14;1658;322;"PP09";11.78;"undefined";240.2001017;275.2691812;0.114722916666667;161.702260027666;0.332285825170816;NA;1;1;170;4;FALSE;88.5993719546035
"404";"f";882;2759;3640;691.951530612244;360.218696853742;0.172534028798273;0.0306948495786565;5;14;1658;322;"PP09";11.78;"papieren mok";719.013381;321.1846896;0.0133895833333333;319.716012050041;0.514475650291221;1;1;3;630;2;TRUE;47.4973417013465
"406";"f";184;3647;3830;694.945652173913;339.996603260869;0.170754255754261;0.0335923013663757;6;14;1658;322;"PP09";11.78;"papieren mok";719.013381;321.1846896;0.0133895833333333;319.716012050041;0.514475650291221;1;1;3;630;2;FALSE;30.54740032196
"408";"f";116;3865;3980;662.931034482756;234.577047413793;0.104228339322526;0.0335139936215228;7;14;1658;322;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"410";"f";618;4061;4678;707.522249190937;10.962151092233;0.116762937309662;0.0278177267676952;8;14;1658;322;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"413";"f";662;5553;6214;617.069486404834;427.833506419939;0.223692893192768;0.0291378306915421;9;14;1658;322;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"415";"f";808;6247;7054;690.201113861388;417.025061881188;0.150995856111953;0.0321709110268198;10;14;1658;322;"PP09";11.78;"telefoonhoorn";613.0325704;472.367721;0.0443270833333333;274.031945748163;0.323391198584697;1;1;2;808;10;FALSE;94.9620662069494
"417";"f";1034;7077;8110;695.963491295938;375.422736339458;0.444370209988741;0.0299255372387152;11;14;1658;322;"PP09";11.78;"telefoonhoorn";613.0325704;472.367721;0.0443270833333333;274.031945748163;0.323391198584697;1;1;2;808;10;TRUE;127.576908927442
"419";"f";158;8165;8322;513.045886075949;428.89883306962;0.143568750029764;0.0282207660510288;12;14;1658;322;"PP09";11.78;"post-it";478.5951743;461.3356081;0.00854791666666667;179.461360341687;0.291407852678784;1;1;1;158;12;FALSE;47.3180295050523
"426";"f";484;1827;2310;654.300103305788;314.926878873967;0.134299287636762;0.0261953323764265;1;15;1087;1214;"PP09";11.78;"lamp";641.4463982;326.9152014;0.00734583333333333;242.941950393067;0.234727545409098;3;1;1;484;1;FALSE;17.5766211751503
"428";"f";152;2345;2496;624.695723684211;241.444798519737;0.0823352646510791;0.031018871557943;2;15;1087;1214;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"430";"f";864;2635;3498;788.30439814815;244.137912326389;0.174271628763535;0.0269874932091444;3;15;1087;1214;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"432";"f";190;3545;3734;632.703947368419;169.631990131579;0.133196301886032;0.0337451930844842;4;15;1087;1214;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"434";"f";214;3737;3950;640.105140186919;176.405519859813;0.200497530537874;0.0406311589939876;5;15;1087;1214;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"437";"f";426;6511;6936;201.361502347418;289.959286971831;0.242285803510921;0.0331752253599912;6;15;1087;1214;"PP09";11.78;"stoel";156.8240186;426.5337101;0.09069375;274.126499503977;0.410791068839111;3;1;1;426;6;FALSE;143.652916821566
"439";"f";348;7009;7356;570.563936781609;259.27734375;0.0973585191425866;0.0279662521365379;7;15;1087;1214;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"441";"f";378;7395;7772;714.1335978836;209.923735119047;0.146065868466554;0.0292788822925028;8;15;1087;1214;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"443";"f";416;7791;8206;754.681490384612;211.027644230769;0.150666698837836;0.0257928109287471;9;15;1087;1214;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"445";"f";270;8211;8480;773.72685185185;208.980034722222;0.172484438384746;0.0323363816087496;10;15;1087;1214;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"447";"f";658;8557;9214;631.050531914894;196.207138107903;0.359304065012104;0.0694641845938225;11;15;1087;1214;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"455";"f";352;1893;2244;249.928977272728;343.262828480114;0.132268669059835;0.0289980254202732;1;16;1520;1366;"PP09";11.78;"snijplank";290.2017781;436.7045248;0.222614583333333;175.339033410336;0.70522031758614;2;1;3;352;1;FALSE;101.750916937446
"457";"f";326;2269;2594;327.814417177914;318.92254601227;0.236344418600636;0.0329809986796075;2;16;1520;1366;"PP09";11.78;"vleesmes";366.2705906;377.1455461;0.0409520833333333;84.1968428268858;0.682692039175792;1;1;4;326;2;FALSE;69.7767512391152
"459";"f";438;2633;3070;249.777397260274;262.339469178082;0.249700688375202;0.038107058717462;3;16;1520;1366;"PP09";11.78;"vleesmes";366.2705906;377.1455461;0.0409520833333333;84.1968428268858;0.682692039175792;1;1;4;326;2;TRUE;163.557633244946
"461";"f";140;3075;3214;250.776785714286;275.516183035714;0.111295914434079;0.03604608527248;4;16;1520;1366;"PP09";11.78;"vleesmes";366.2705906;377.1455461;0.0409520833333333;84.1968428268858;0.682692039175792;1;1;4;326;2;FALSE;153.841952678168
"463";"f";926;3217;4142;256.730561555076;264.186943169547;0.316434904029652;0.0398736437725761;5;16;1520;1366;"PP09";11.78;"vleesmes";366.2705906;377.1455461;0.0409520833333333;84.1968428268858;0.682692039175792;1;1;4;326;2;FALSE;157.348860622385
"466";"f";534;4413;4946;411.603464419476;160.336200842696;0.374537921953686;0.0361431495363453;6;16;1520;1366;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"471";"f";572;6311;6882;269.005681818182;147.914390297203;0.401178429469466;0.0351343984853784;7;16;1520;1366;"PP09";11.78;"kom (voor koken)";291.7510821;65.96716331;0.100116666666667;257.854991966866;0.585147650404315;3;1;1;572;7;FALSE;85.0452893749691
"473";"f";248;6929;7176;478.533266129032;401.121471774193;0.151028609788293;0.0339284462237626;8;16;1520;1366;"PP09";11.78;"aardappelschilmesje";436.556925;351.0909784;0.0163958333333333;62.8227414360721;0.617380471883798;1;1;3;248;8;FALSE;65.3074534938097
"476";"f";546;7355;7900;357.284798534799;296.984460851648;0.260405789226633;0.0343146154076811;9;16;1520;1366;"PP09";11.78;"snijplank";290.2017781;436.7045248;0.222614583333333;175.339033410336;0.70522031758614;2;1;3;352;1;TRUE;154.989767082821
"478";"f";266;7921;8186;404.647556390978;294.911595394737;0.182858053913753;0.0403739437641532;10;16;1520;1366;"PP09";11.78;"snijplank";290.2017781;436.7045248;0.222614583333333;175.339033410336;0.70522031758614;2;1;3;352;1;FALSE;182.217098533462
"480";"f";304;8217;8520;476.870888157895;403.803453947368;0.305262787747135;0.0353394812750285;11;16;1520;1366;"PP09";11.78;"aardappelschilmesje";436.556925;351.0909784;0.0163958333333333;62.8227414360721;0.617380471883798;1;1;3;248;8;TRUE;66.3612891965491
"482";"f";842;8525;9366;483.527315914489;420.886839370546;0.396675454242844;0.0276678873842037;12;16;1520;1366;"PP09";11.78;"aardappelschilmesje";436.556925;351.0909784;0.0163958333333333;62.8227414360721;0.617380471883798;1;1;3;248;8;FALSE;84.1289476415804
"487";"f";482;1055;1536;406.49377593361;318.506872406639;0.131754098890368;0.0315708135462494;1;17;1049;734;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"489";"f";664;1567;2230;392.119728915662;229.428063817771;0.166117872277899;0.0294616653923219;2;17;1049;734;"PP09";11.78;"undefined";654.2021498;433.754855;0.0230645833333333;287.243962836694;0.0821582784738444;NA;0;NA;NA;NA;FALSE;332.320076028249
"491";"f";248;2261;2508;459.284274193548;204.473286290323;0.0780519208983146;0.0233094403603546;3;17;1049;734;"PP09";11.78;"pot met koekjes";496.3405964;168.9082363;0.0334645833333333;162.685466529421;0.508647217443293;1;1;4;248;3;FALSE;51.3618905053399
"493";"f";286;2571;2856;154.750874125874;8.60877403846154;0.214190618847884;0.0301010576065974;4;17;1049;734;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"495";"f";446;2967;3412;176.160313901345;0.685783352017939;0.0448287284023491;0.019560692119454;5;17;1049;734;"PP09";11.78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"497";"f";348;3589;3936;208.408764367816;29.9703663793103;0.236093318181783;0.0319640928381601;6;17;1049;734;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"499";"f";480;3969;4448;295.763020833333;96.4355468749998;0.261034885299531;0.0322503603101518;7;17;1049;734;"PP09";11.78;"pannen onderzetter";351.3601691;88.99853905;0.0941166666666667;216.535100324571;0.454642432448854;3;1;2;480;7;FALSE;56.092352248545
"501";"f";640;4495;5134;465.1796875;176.2353515625;0.160616900542622;0.038903297020401;8;17;1049;734;"PP09";11.78;"pot met koekjes";496.3405964;168.9082363;0.0334645833333333;162.685466529421;0.508647217443293;1;1;4;248;3;FALSE;32.0107616520453
"503";"f";126;5183;5308;241.537698412698;30.3199404761904;0.171967194553253;0.0557924068916325;9;17;1049;734;"PP09";11.78;"pannen onderzetter";351.3601691;88.99853905;0.0941166666666667;216.535100324571;0.454642432448854;3;1;2;480;7;FALSE;124.515673705962
"507";"f";584;5795;6378;487.467893835616;144.313195633562;0.492077749658825;0.0325948066392714;10;17;1049;734;"PP09";11.78;"pot met koekjes";496.3405964;168.9082363;0.0334645833333333;162.685466529421;0.508647217443293;1;1;4;248;3;FALSE;26.1465270385913
"509";"f";664;6397;7060;513.443147590361;187.598832831325;0.44403442944273;0.0300011245050657;11;17;1049;734;"PP09";11.78;"pot met koekjes";496.3405964;168.9082363;0.0334645833333333;162.685466529421;0.508647217443293;1;1;4;248;3;FALSE;25.3344756392492
"511";"f";238;7141;7378;706.428571428569;149.812893907563;0.277498717750191;0.0416665794054993;12;17;1049;734;"PP09";11.78;"vijzelkommetje";660.944118;199.7824634;0.01808125;279.527078026687;0.291325562483058;1;1;2;238;12;FALSE;67.5706547175258
"513";"f";224;7401;7624;713.141741071431;141.959054129464;0.566854275373408;0.0386875804811757;13;17;1049;734;"PP09";11.78;"vijzelkommetje";660.944118;199.7824634;0.01808125;279.527078026687;0.291325562483058;1;1;2;238;12;FALSE;77.8982574514672
